index,artist,genre,style
616,vincent-van-gogh,portrait,Post_Impressionism
617,vincent-van-gogh,cityscape,Post_Impressionism
618,pyotr-konchalovsky,portrait,Expressionism
619,albrecht-durer,nude_painting,Northern_Renaissance
620,ivan-aivazovsky,landscape,Romanticism
621,salvador-dali,genre_painting,Expressionism
622,eugene-boudin,landscape,Impressionism
623,nicholas-roerich,landscape,Symbolism
624,edgar-degas,nude_painting,Impressionism
625,raphael-kirchner,Unknown Genre,Art_Nouveau
626,ilya-repin,portrait,Realism
627,vincent-van-gogh,sketch_and_study,Realism
628,rembrandt,genre_painting,Baroque
629,nicholas-roerich,genre_painting,Symbolism
630,Unknown Artist,Unknown Genre,Northern_Renaissance
631,vincent-van-gogh,Unknown Genre,Post_Impressionism
632,salvador-dali,Unknown Genre,Impressionism
633,martiros-saryan,sketch_and_study,Expressionism
634,claude-monet,Unknown Genre,Impressionism
635,claude-monet,cityscape,Impressionism
636,pyotr-konchalovsky,portrait,Cubism
637,nicholas-roerich,religious_painting,Symbolism
638,nicholas-roerich,landscape,Symbolism
639,nicholas-roerich,Unknown Genre,Symbolism
640,ilya-repin,religious_painting,Realism
641,albrecht-durer,sketch_and_study,Northern_Renaissance
642,ivan-aivazovsky,Unknown Genre,Romanticism
643,claude-monet,landscape,Impressionism
644,claude-monet,landscape,Impressionism
645,rembrandt,religious_painting,Baroque
646,nicholas-roerich,religious_painting,Symbolism
647,pablo-picasso,genre_painting,Analytical_Cubism
648,albrecht-durer,religious_painting,Northern_Renaissance
649,childe-hassam,genre_painting,Impressionism
650,childe-hassam,genre_painting,Impressionism
651,vincent-van-gogh,sketch_and_study,Post_Impressionism
652,vincent-van-gogh,sketch_and_study,Realism
653,gustave-dore,illustration,Romanticism
654,nicholas-roerich,Unknown Genre,Symbolism
655,ilya-repin,portrait,Realism
656,camille-pissarro,landscape,Impressionism
657,rembrandt,religious_painting,Baroque
658,rembrandt,sketch_and_study,Baroque
659,albrecht-durer,religious_painting,Northern_Renaissance
660,albrecht-durer,landscape,Northern_Renaissance
661,camille-pissarro,landscape,Impressionism
662,pierre-auguste-renoir,landscape,Impressionism
663,marc-chagall,religious_painting,Naive_Art_Primitivism
664,john-singer-sargent,landscape,Impressionism
665,pyotr-konchalovsky,landscape,Realism
666,ivan-shishkin,landscape,Realism
667,nicholas-roerich,landscape,Symbolism
668,camille-pissarro,cityscape,Impressionism
669,albrecht-durer,portrait,Northern_Renaissance
670,nicholas-roerich,cityscape,Art_Nouveau
671,albrecht-durer,sketch_and_study,Northern_Renaissance
672,claude-monet,Unknown Genre,Impressionism
673,eugene-boudin,Unknown Genre,Impressionism
674,ivan-shishkin,landscape,Realism
675,martiros-saryan,illustration,Expressionism
676,ivan-shishkin,cityscape,Realism
677,vincent-van-gogh,sketch_and_study,Post_Impressionism
678,vincent-van-gogh,genre_painting,Realism
679,nicholas-roerich,illustration,Art_Nouveau
680,vincent-van-gogh,sketch_and_study,Realism
681,pablo-picasso,genre_painting,Expressionism
682,ilya-repin,portrait,Realism
683,nicholas-roerich,Unknown Genre,Art_Nouveau
684,nicholas-roerich,genre_painting,Symbolism
685,john-singer-sargent,Unknown Genre,Impressionism
686,claude-monet,landscape,Impressionism
687,albrecht-durer,sketch_and_study,Northern_Renaissance
688,pyotr-konchalovsky,landscape,Realism
689,camille-pissarro,landscape,Impressionism
690,pierre-auguste-renoir,genre_painting,Impressionism
691,albrecht-durer,religious_painting,Northern_Renaissance
692,camille-pissarro,landscape,Impressionism
693,martiros-saryan,portrait,Expressionism
694,claude-monet,cityscape,Impressionism
695,boris-kustodiev,sketch_and_study,Realism
696,salvador-dali,sketch_and_study,Realism
697,marc-chagall,landscape,Cubism
698,pierre-auguste-renoir,portrait,Impressionism
699,gustave-dore,religious_painting,Romanticism
700,nicholas-roerich,Unknown Genre,Symbolism
701,claude-monet,landscape,Impressionism
702,claude-monet,landscape,Impressionism
703,vincent-van-gogh,landscape,Post_Impressionism
704,paul-cezanne,landscape,Post_Impressionism
705,camille-pissarro,cityscape,Impressionism
706,camille-pissarro,cityscape,Impressionism
707,marc-chagall,genre_painting,Naive_Art_Primitivism
708,nicholas-roerich,landscape,Symbolism
709,nicholas-roerich,cityscape,Symbolism
710,pyotr-konchalovsky,still_life,Post_Impressionism
711,raphael-kirchner,nude_painting,Art_Nouveau
712,camille-pissarro,landscape,Impressionism
713,ivan-aivazovsky,Unknown Genre,Romanticism
714,paul-cezanne,landscape,Post_Impressionism
715,nicholas-roerich,Unknown Genre,Realism
716,pablo-picasso,Unknown Genre,Expressionism
717,vincent-van-gogh,sketch_and_study,Realism
718,raphael-kirchner,Unknown Genre,Art_Nouveau
719,childe-hassam,landscape,Impressionism
720,claude-monet,landscape,Impressionism
721,pablo-picasso,portrait,Expressionism
722,john-singer-sargent,portrait,Realism
723,gustave-dore,illustration,Romanticism
724,rembrandt,portrait,Baroque
725,boris-kustodiev,Unknown Genre,Realism
726,albrecht-durer,religious_painting,Northern_Renaissance
727,vincent-van-gogh,sketch_and_study,Realism
728,ivan-shishkin,landscape,Realism
729,ivan-shishkin,landscape,Realism
730,ilya-repin,cityscape,Realism
731,albrecht-durer,religious_painting,Northern_Renaissance
732,pyotr-konchalovsky,portrait,Realism
733,rembrandt,portrait,Baroque
734,vincent-van-gogh,sketch_and_study,Realism
735,pierre-auguste-renoir,Unknown Genre,Impressionism
736,pierre-auguste-renoir,sketch_and_study,Impressionism
737,marc-chagall,genre_painting,Expressionism
738,pierre-auguste-renoir,portrait,Impressionism
739,john-singer-sargent,genre_painting,Impressionism
740,pyotr-konchalovsky,Unknown Genre,Realism
741,claude-monet,cityscape,Impressionism
742,camille-pissarro,landscape,Impressionism
743,marc-chagall,illustration,Naive_Art_Primitivism
744,eugene-boudin,genre_painting,Impressionism
745,ilya-repin,portrait,Realism
746,nicholas-roerich,cityscape,Symbolism
747,pyotr-konchalovsky,sketch_and_study,Post_Impressionism
748,pyotr-konchalovsky,landscape,Realism
749,gustave-dore,religious_painting,Romanticism
750,john-singer-sargent,sketch_and_study,Realism
751,raphael-kirchner,genre_painting,Art_Nouveau
752,pyotr-konchalovsky,landscape,Post_Impressionism
753,ilya-repin,Unknown Genre,Realism
754,paul-cezanne,landscape,Cubism
755,ivan-aivazovsky,Unknown Genre,Romanticism
756,pyotr-konchalovsky,landscape,Post_Impressionism
757,boris-kustodiev,sketch_and_study,Realism
758,pyotr-konchalovsky,Unknown Genre,Realism
759,camille-pissarro,cityscape,Pointillism
760,gustave-dore,illustration,Romanticism
761,raphael-kirchner,genre_painting,Art_Nouveau
762,marc-chagall,Unknown Genre,Naive_Art_Primitivism
763,albrecht-durer,sketch_and_study,Northern_Renaissance
764,childe-hassam,landscape,Impressionism
765,edgar-degas,Unknown Genre,Impressionism
766,pyotr-konchalovsky,Unknown Genre,Realism
767,vincent-van-gogh,genre_painting,Realism
768,pablo-picasso,genre_painting,Impressionism
769,rembrandt,portrait,Baroque
770,vincent-van-gogh,landscape,Post_Impressionism
771,ilya-repin,portrait,Realism
772,vincent-van-gogh,sketch_and_study,Post_Impressionism
773,claude-monet,landscape,Impressionism
774,camille-pissarro,landscape,Impressionism
775,albrecht-durer,genre_painting,Northern_Renaissance
776,marc-chagall,genre_painting,Expressionism
777,camille-pissarro,portrait,Impressionism
778,nicholas-roerich,religious_painting,Symbolism
779,martiros-saryan,genre_painting,Expressionism
780,vincent-van-gogh,genre_painting,Realism
781,albrecht-durer,portrait,Northern_Renaissance
782,pierre-auguste-renoir,religious_painting,Impressionism
783,pierre-auguste-renoir,Unknown Genre,Impressionism
784,salvador-dali,portrait,Realism
785,edgar-degas,genre_painting,Impressionism
786,claude-monet,cityscape,Impressionism
787,paul-cezanne,portrait,Romanticism
788,eugene-boudin,cityscape,Impressionism
789,childe-hassam,cityscape,Impressionism
790,boris-kustodiev,Unknown Genre,Realism
791,salvador-dali,portrait,Expressionism
792,childe-hassam,still_life,Impressionism
793,rembrandt,portrait,Baroque
794,pierre-auguste-renoir,Unknown Genre,Impressionism
795,pyotr-konchalovsky,landscape,Post_Impressionism
796,martiros-saryan,genre_painting,Symbolism
797,pierre-auguste-renoir,portrait,Impressionism
798,john-singer-sargent,genre_painting,Impressionism
799,rembrandt,religious_painting,Baroque
800,salvador-dali,portrait,Expressionism
801,boris-kustodiev,sketch_and_study,Realism
802,edgar-degas,landscape,Impressionism
803,pierre-auguste-renoir,sketch_and_study,Impressionism
804,rembrandt,portrait,Baroque
805,claude-monet,landscape,Impressionism
806,nicholas-roerich,landscape,Symbolism
807,raphael-kirchner,portrait,Art_Nouveau
808,boris-kustodiev,portrait,Realism
809,pierre-auguste-renoir,landscape,Impressionism
810,pyotr-konchalovsky,still_life,Cubism
811,pierre-auguste-renoir,sketch_and_study,Impressionism
812,edgar-degas,genre_painting,Impressionism
813,salvador-dali,religious_painting,Symbolism
814,eugene-boudin,genre_painting,Realism
815,camille-pissarro,landscape,Impressionism
816,john-singer-sargent,portrait,Realism
817,pierre-auguste-renoir,portrait,Impressionism
818,pyotr-konchalovsky,landscape,Realism
819,pierre-auguste-renoir,landscape,Impressionism
820,pyotr-konchalovsky,portrait,Realism
821,martiros-saryan,landscape,Realism
822,pierre-auguste-renoir,sketch_and_study,Impressionism
823,ilya-repin,portrait,Realism
824,pyotr-konchalovsky,cityscape,Expressionism
825,claude-monet,landscape,Impressionism
826,pablo-picasso,still_life,Cubism
827,boris-kustodiev,genre_painting,Realism
828,marc-chagall,religious_painting,Naive_Art_Primitivism
829,nicholas-roerich,landscape,Symbolism
830,pierre-auguste-renoir,nude_painting,Impressionism
831,pablo-picasso,still_life,Cubism
832,boris-kustodiev,Unknown Genre,Realism
833,nicholas-roerich,landscape,Art_Nouveau
834,pierre-auguste-renoir,landscape,Impressionism
835,childe-hassam,genre_painting,Impressionism
836,gustave-dore,religious_painting,Romanticism
837,vincent-van-gogh,landscape,Post_Impressionism
838,pablo-picasso,Unknown Genre,Cubism
839,vincent-van-gogh,Unknown Genre,Post_Impressionism
840,claude-monet,landscape,Impressionism
841,pierre-auguste-renoir,genre_painting,Impressionism
842,pierre-auguste-renoir,Unknown Genre,Impressionism
843,pablo-picasso,Unknown Genre,Cubism
844,ivan-aivazovsky,Unknown Genre,Romanticism
845,edgar-degas,portrait,Impressionism
846,nicholas-roerich,landscape,Symbolism
847,salvador-dali,portrait,Expressionism
848,nicholas-roerich,landscape,Symbolism
849,claude-monet,landscape,Impressionism
850,nicholas-roerich,Unknown Genre,Symbolism
851,pierre-auguste-renoir,nude_painting,Impressionism
852,albrecht-durer,portrait,Northern_Renaissance
853,pyotr-konchalovsky,landscape,Realism
854,nicholas-roerich,cityscape,Art_Nouveau
855,raphael-kirchner,portrait,Art_Nouveau
856,pyotr-konchalovsky,landscape,Realism
857,vincent-van-gogh,sketch_and_study,Realism
858,camille-pissarro,cityscape,Impressionism
859,ivan-shishkin,landscape,Realism
860,pyotr-konchalovsky,genre_painting,Realism
861,pyotr-konchalovsky,Unknown Genre,Realism
862,marc-chagall,genre_painting,Naive_Art_Primitivism
863,rembrandt,genre_painting,Baroque
864,childe-hassam,cityscape,Impressionism
865,martiros-saryan,Unknown Genre,Symbolism
866,gustave-dore,religious_painting,Romanticism
867,pablo-picasso,genre_painting,Analytical_Cubism
868,nicholas-roerich,Unknown Genre,Art_Nouveau
869,gustave-dore,illustration,Romanticism
870,boris-kustodiev,illustration,Realism
871,raphael-kirchner,portrait,Art_Nouveau
872,claude-monet,Unknown Genre,Impressionism
873,edgar-degas,nude_painting,Impressionism
874,camille-pissarro,cityscape,Impressionism
875,ilya-repin,portrait,Realism
876,nicholas-roerich,portrait,Symbolism
877,rembrandt,portrait,Baroque
878,gustave-dore,religious_painting,Romanticism
879,eugene-boudin,landscape,Impressionism
880,boris-kustodiev,portrait,Art_Nouveau
881,martiros-saryan,Unknown Genre,Expressionism
882,pierre-auguste-renoir,nude_painting,Impressionism
883,nicholas-roerich,Unknown Genre,Art_Nouveau
884,edgar-degas,genre_painting,Impressionism
885,pablo-picasso,genre_painting,Symbolism
886,nicholas-roerich,landscape,Symbolism
887,ivan-aivazovsky,landscape,Romanticism
888,camille-pissarro,landscape,Impressionism
889,vincent-van-gogh,landscape,Realism
890,claude-monet,landscape,Impressionism
891,marc-chagall,illustration,Naive_Art_Primitivism
892,camille-pissarro,landscape,Impressionism
893,vincent-van-gogh,landscape,Realism
894,pablo-picasso,genre_painting,Post_Impressionism
895,martiros-saryan,portrait,Realism
896,vincent-van-gogh,sketch_and_study,Realism
897,vincent-van-gogh,landscape,Post_Impressionism
898,john-singer-sargent,portrait,Realism
899,pierre-auguste-renoir,Unknown Genre,Impressionism
900,salvador-dali,still_life,Cubism
901,rembrandt,portrait,Baroque
902,nicholas-roerich,landscape,Symbolism
903,vincent-van-gogh,genre_painting,Realism
904,claude-monet,landscape,Impressionism
905,nicholas-roerich,landscape,Symbolism
906,rembrandt,religious_painting,Baroque
907,claude-monet,landscape,Impressionism
908,nicholas-roerich,landscape,Symbolism
909,gustave-dore,illustration,Romanticism
910,edgar-degas,Unknown Genre,Impressionism
911,gustave-dore,illustration,Romanticism
912,paul-cezanne,landscape,Post_Impressionism
913,martiros-saryan,sketch_and_study,Expressionism
914,Unknown Artist,Unknown Genre,Northern_Renaissance
915,vincent-van-gogh,sketch_and_study,Realism
916,edgar-degas,nude_painting,Impressionism
917,pablo-picasso,portrait,Realism
918,nicholas-roerich,landscape,Art_Nouveau
919,nicholas-roerich,religious_painting,Symbolism
920,nicholas-roerich,Unknown Genre,Art_Nouveau
921,claude-monet,landscape,Impressionism
922,vincent-van-gogh,genre_painting,Realism
923,pyotr-konchalovsky,cityscape,Post_Impressionism
924,pablo-picasso,Unknown Genre,Post_Impressionism
925,nicholas-roerich,illustration,Art_Nouveau
926,john-singer-sargent,portrait,Realism
927,rembrandt,sketch_and_study,Baroque
928,childe-hassam,genre_painting,Impressionism
929,pierre-auguste-renoir,Unknown Genre,Impressionism
930,pyotr-konchalovsky,still_life,Post_Impressionism
931,boris-kustodiev,Unknown Genre,Realism
932,camille-pissarro,sketch_and_study,Realism
933,gustave-dore,religious_painting,Romanticism
934,albrecht-durer,religious_painting,Northern_Renaissance
935,ilya-repin,portrait,Realism
936,martiros-saryan,genre_painting,Symbolism
937,vincent-van-gogh,sketch_and_study,Realism
938,ivan-aivazovsky,landscape,Romanticism
939,raphael-kirchner,genre_painting,Art_Nouveau
940,claude-monet,landscape,Impressionism
941,eugene-boudin,genre_painting,Impressionism
942,claude-monet,portrait,Impressionism
943,claude-monet,landscape,Impressionism
944,ilya-repin,Unknown Genre,Realism
945,vincent-van-gogh,sketch_and_study,Post_Impressionism
946,john-singer-sargent,portrait,Realism
947,pablo-picasso,portrait,Cubism
948,nicholas-roerich,sketch_and_study,Symbolism
949,marc-chagall,still_life,Naive_Art_Primitivism
950,raphael-kirchner,Unknown Genre,Art_Nouveau
951,gustave-dore,illustration,Romanticism
952,pierre-auguste-renoir,portrait,Impressionism
953,vincent-van-gogh,portrait,Realism
954,martiros-saryan,sketch_and_study,Expressionism
955,edgar-degas,genre_painting,Impressionism
956,nicholas-roerich,landscape,Symbolism
957,vincent-van-gogh,landscape,Post_Impressionism
958,boris-kustodiev,portrait,Realism
959,claude-monet,genre_painting,Impressionism
960,pablo-picasso,genre_painting,Cubism
961,john-singer-sargent,portrait,Realism
962,edgar-degas,genre_painting,Impressionism
963,claude-monet,cityscape,Impressionism
964,vincent-van-gogh,genre_painting,Post_Impressionism
965,vincent-van-gogh,sketch_and_study,Post_Impressionism
966,ivan-aivazovsky,Unknown Genre,Romanticism
967,raphael-kirchner,Unknown Genre,Art_Nouveau
968,martiros-saryan,landscape,Expressionism
969,pyotr-konchalovsky,cityscape,Realism
970,claude-monet,Unknown Genre,Impressionism
971,nicholas-roerich,sketch_and_study,Art_Nouveau
972,nicholas-roerich,Unknown Genre,Art_Nouveau
973,raphael-kirchner,Unknown Genre,Art_Nouveau
974,claude-monet,landscape,Impressionism
975,pyotr-konchalovsky,landscape,Realism
976,rembrandt,religious_painting,Baroque
977,vincent-van-gogh,genre_painting,Realism
978,paul-cezanne,genre_painting,Post_Impressionism
979,nicholas-roerich,landscape,Symbolism
980,raphael-kirchner,portrait,Art_Nouveau
981,edgar-degas,genre_painting,Impressionism
982,nicholas-roerich,genre_painting,Art_Nouveau
983,pyotr-konchalovsky,landscape,Realism
984,ilya-repin,sketch_and_study,Realism
985,albrecht-durer,sketch_and_study,Northern_Renaissance
986,pierre-auguste-renoir,nude_painting,Impressionism
987,ilya-repin,portrait,Realism
988,marc-chagall,illustration,Naive_Art_Primitivism
989,pyotr-konchalovsky,sketch_and_study,Post_Impressionism
990,claude-monet,genre_painting,Impressionism
991,childe-hassam,still_life,Impressionism
992,claude-monet,landscape,Impressionism
993,salvador-dali,landscape,Impressionism
994,john-singer-sargent,sketch_and_study,Realism
995,rembrandt,religious_painting,Baroque
996,vincent-van-gogh,portrait,Realism
997,vincent-van-gogh,genre_painting,Realism
998,claude-monet,landscape,Impressionism
